-0.006371448	0.049392413	-0.05409789	-0.036809117	0.051720876	0.049872704	0.03516208	-0.0024864844	0.0031805346	0.04788825	-0.06396802	-0.019940026	-0.057747185	-0.030872872	0.07594005	0.009639536	-0.017684741	-0.05865713	0.017907603	-0.021842925	-0.04644311	-0.03924035	-0.037417434	0.072462924	-0.07410764	0.01983585	0.008461421	-0.027333839	-0.0007821836	-0.010294852	0.0073840274	-0.04801092
-0.06338787	0.019479614	-0.082744144	-0.04579317	0.07896936	0.049452867	0.037000865	0.024670636	0.08041412	-0.0014473422	-0.010085369	0.010309542	-0.025851015	-0.057348866	0.10249981	0.09884995	-0.035331104	-0.010886599	0.02479961	-0.0625713	-0.06793521	-0.084543	-0.008622671	-0.028363582	0.02802552	-0.028533157	0.032899838	-0.06793731	0.057327252	-0.03718221	0.08299661	-0.039705716
-0.14431871	0.10474158	-0.10772708	-0.17385441	0.09289214	0.060795248	0.1102628	-0.014558889	-0.069390655	-0.5112179	-0.070477754	-0.020544278	-0.1812726	-0.022525858	-0.08479338	0.17099881	-0.1702693	-0.16460353	0.043087225	0.037620477	0.07930805	0.0126758	-0.15312727	-0.061510853	0.037813872	-0.10485693	0.14014512	-0.11221871	0.06610013	0.15445703	-0.032053784	0.02218573
0.31096005	-0.44102272	0.36946595	0.37486646	-0.37077186	-0.38490078	-0.37569997	-0.3257803	-0.34764206	-0.034132365	0.41516188	0.40426016	0.38053277	0.30581284	-0.36600718	-0.3884266	0.4448538	0.34742466	-0.42701307	0.2149502	0.07471425	0.4289204	0.28794777	0.3084223	-0.34402287	0.41755897	-0.34317487	0.3422197	-0.34120315	0.051377233	0.027944902	0.45649368
-0.027828297	-0.041578304	0.045501392	-0.013309908	-0.06764265	-0.021904485	-0.05616736	-0.08072095	-0.07770464	-0.33859655	0.0059429123	0.01180308	0.048104234	-0.026493048	-0.026875626	0.054946106	0.0643697	-0.044723004	-0.06257972	0.0030722697	0.09647135	0.12944862	-0.025072543	0.070878424	-0.046512205	0.078960404	0.037872937	-0.037863325	-0.068276085	0.1806083	-0.12064839	0.052962653
-0.007955626	0.013010953	0.047541045	0.05283201	-0.068226166	0.0036288728	-0.044680435	-0.019142512	-0.075471066	-0.22171864	-0.024417352	0.0559611	-0.015729066	0.023808494	-0.09019852	0.033490475	0.026075076	0.0016612343	-0.0076624383	-0.028069614	0.09583652	0.034881085	-0.011924362	0.052929163	-0.02959677	0.018928867	-0.041962232	-0.03667243	-0.12094282	0.14272216	-0.06991177	0.028521696
0.31862602	-0.3116573	0.32728037	0.35044047	-0.32415098	-0.36224008	-0.3631643	-0.3062982	-0.41333714	-0.2228211	0.27793044	0.26491925	0.39966863	0.24661376	-0.33180034	-0.24159943	0.30838212	0.2630429	-0.33361134	0.15425074	0.18261918	0.44829512	0.14286672	0.2947288	-0.29324093	0.35387307	-0.30897927	0.29857376	-0.37086585	0.18212377	-0.068535864	0.3942781
-0.021548321	-0.05867497	-0.034321137	0.0052169603	-0.036901418	-0.00035890823	0.03970897	0.07347013	0.0037241532	0.16557996	-0.010883581	-0.037477043	0.078874595	-0.027189637	0.13181397	0.0037788427	0.0766532	0.02528182	0.020783924	-0.047248807	0.061278153	0.014264065	-0.031460013	0.04156111	0.051664222	-0.016906783	-0.099861056	0.04693793	-0.045844894	0.034977876	0.014591064	-0.07541616
0.3247529	-0.4397939	0.3570734	0.33691043	-0.358766	-0.3520716	-0.39271602	-0.41692027	-0.39704123	-0.06519178	0.4324104	0.35347143	0.37241143	0.24241026	-0.46412787	-0.33026168	0.405319	0.36765695	-0.45272237	0.17935789	-0.019524429	0.42831895	0.18416148	0.30254284	-0.3154457	0.33062857	-0.35787538	0.3285575	-0.35311064	-0.040631313	-0.0006896246	0.46367493
-0.06463706	-0.006250757	0.01971333	-0.022662427	0.014142753	-0.015311481	-0.06163981	0.06454468	-0.00020128235	0.0304191	-0.05093385	-0.047348313	-0.0014453453	-0.007374209	0.043825403	0.060216755	-0.017974637	-0.026589315	0.032601222	-0.053862527	0.1131807	0.042910554	0.0131219905	-0.02891095	0.060754474	0.021860287	0.043282676	0.029666943	-0.035707936	0.10440143	-0.09811093	0.036108494
